pl,v,markets,zip
4.20787628124438,20.1402625427081,8.0,15090.0
1.40901432181971,11.8639427127211,3.0,15090.0
1.28416672645096,10.5889949063778,3.0,15090.0
3.43076923076923,23.1230769230769,7.0,15025.0
2.12421413602591,15.6982282339493,5.0,15046.0
1.26721763085399,7.75022956841139,3.0,15046.0
2.61423550087873,14.378295254833,6.0,15046.0
2.61423550087873,18.0140597539543,6.0,15046.0
2.84508976748749,18.6402433042284,6.0,15046.0
3.85478278604936,19.2739139302468,8.0,15046.0
2.60194599322182,16.7049305783317,6.0,15046.0
2.28650137741047,12.6354453627181,5.0,15046.0
2.80112044817927,14.0802987861811,6.0,15046.0
1.2396694214876,7.80532598714417,3.0,15046.0
2.05693296602388,17.8053259871442,5.0,15046.0
1.92160530567129,15.0497406683105,4.0,15046.0
0.93980916851998,6.2163713322333,2.0,15046.0
0.860887032490514,4.98676784746357,2.0,15046.0
1.31857781963739,8.02331057216859,3.0,15046.0
2.35651586765699,17.6975016880486,5.0,15046.0
2.11078647665613,11.3171546121281,5.0,15046.0
3.34814814814815,20.6814814814815,7.0,15046.0
3.29766536964981,24.1634241245136,7.0,15046.0
2.17257508616445,12.9185130477597,5.0,15046.0
2.68482490272374,16.0700389105058,6.0,15046.0
2.63900541530013,15.841659675082,6.0,15046.0
1.50133243253387,9.75866081147018,3.0,15046.0
2.60424506999849,16.6491043203372,6.0,15046.0
2.63900541530013,12.9357028449394,6.0,15046.0
2.20800401455275,14.9102998369088,5.0,15046.0
2.1043771043771,13.2575757575758,5.0,15046.0
2.19807668290246,13.0823029848882,5.0,15120.0
2.03193033381713,15.9288824383164,4.0,15046.0
2.52530522800793,17.9588855264531,6.0,15046.0
1.63787702497091,11.406963214893,4.0,15046.0
1.60479251388342,9.1958546504001,4.0,15046.0
1.78606768256481,13.180288937265,4.0,15046.0
0.966365757654324,4.97560515709336,2.0,15046.0
1.11399402109538,5.17513678154436,2.0,15046.0
0.739514141091019,4.79461076717536,2.0,15046.0
1.72176308539945,10.9044995408632,4.0,15046.0
2.19588271990019,11.7903930131004,5.0,15046.0
2.30885942344482,14.3149284253579,5.0,15046.0
3.07258632840028,18.4637068357999,7.0,15056.0
2.76316887887136,19.4256615744219,6.0,15056.0
1.60257825261578,7.54712816211205,4.0,15056.0
1.83914642736024,8.39224688910338,4.0,15056.0
1.52455678601579,14.292099121021,3.0,15090.0
1.40796306982112,5.15175995383728,3.0,15090.0
1.13798008534851,11.3659230475662,3.0,15090.0
1.20379601934936,9.40511797939515,3.0,15090.0
0.61119227214454,5.36656629200083,1.0,15237.0
1.99709823333618,15.2598788085687,4.0,15239.0
2.7332361516035,20.7604470359572,6.0,15239.0
2.04943266778081,13.8798487114082,5.0,15239.0
1.7966331999698,12.4330036989507,4.0,15210.0
3.05848165637486,17.9367962223029,7.0,15239.0
3.46666666666667,13.775,7.0,15239.0
1.77777777777778,19.679012345679,4.0,15239.0
1.24300111982083,10.6047032474804,3.0,15239.0
1.66054484236302,15.0979491888583,4.0,15239.0
0.724415875931027,6.99928578716457,2.0,15239.0
1.63555555555556,5.37777777777778,4.0,15018.0
1.39977603583427,12.5979843225084,3.0,15025.0
2.44102564102564,19.6615384615385,5.0,15129.0
0.793561458802341,5.69844664565511,2.0,15129.0
0.673666322752928,2.23341627723493,2.0,15143.0
3.42056932966024,18.9929599020508,7.0,15090.0
4.41626585045912,27.7547004809794,9.0,15090.0
3.88429752066116,22.6629935720845,8.0,15090.0
3.42056932966024,16.4524028160392,7.0,15090.0
2.78260869565217,13.7739130434783,6.0,15090.0
3.30687830687831,17.2839506172839,7.0,15090.0
3.23552622139321,13.5447306119521,7.0,15090.0
3.15130434782609,16.2086956521739,7.0,15090.0
4.41626585045912,25.5902929602099,9.0,15090.0
3.42056932966024,17.6614631160086,7.0,15090.0
3.15130434782609,15.4991304347826,7.0,15090.0
4.00803520183662,21.6567820929788,8.0,15143.0
5.73921028466483,33.287419651056,10.0,15090.0
2.15620076524871,9.67364393427864,5.0,15090.0
5.4519368723099,30.5882352941176,10.0,15090.0
4.97448979591837,24.6173469387755,9.0,15090.0
3.68165972281269,18.5188334325312,8.0,15090.0
3.59134142341751,17.5631354542473,8.0,15090.0
4.57988980716253,27.3301193755739,9.0,15143.0
4.57988980716253,26.1593204775023,9.0,15090.0
3.77924944812362,20.5121412803532,8.0,15090.0
1.69453315799361,7.43565658463273,4.0,15090.0
2.69602936269603,18.0714047380714,6.0,15101.0
2.12005108556833,15.2171136653895,5.0,15101.0
2.20887554220888,18.0980980980981,5.0,15101.0
2.19612526539278,19.7253184713376,5.0,15101.0
2.04976837617349,11.2737260689542,5.0,15101.0
2.18987760502812,18.8554416142904,5.0,15101.0
1.27027854300582,4.77884909703092,3.0,15101.0
2.90276502397715,16.0697887970615,6.0,15101.0
0.695368645195635,2.07279744476976,2.0,15101.0
2.59734413684447,11.4337159576862,6.0,15101.0
1.20958407284513,9.42395246546801,3.0,15101.0
0.165454710909256,0.765228037955311,1.0,15101.0
1.44043573180887,9.27955706601247,3.0,15101.0
2.40647560708816,13.3887551957996,5.0,15239.0
2.15874258136046,16.4155742516142,5.0,15101.0
3.84105960264901,25.0110375275938,8.0,15018.0
4.17967811674273,24.8378573144367,8.0,15018.0
3.18148951554591,21.3304410701374,7.0,15018.0
4.12224591329069,25.3020611229566,8.0,15018.0
3.16148733608766,27.1241243039339,7.0,15018.0
4.96413199426112,28.0631276901004,9.0,15018.0
3.25865580448065,19.6815404554712,7.0,15018.0
1.74101046882112,7.58136094674556,4.0,15090.0
1.02463330760053,3.69616581280558,2.0,15090.0
1.87735945311703,9.83573104785226,4.0,15090.0
1.85138728613717,9.90918669409463,4.0,15090.0
2.18100531657806,8.95360077332044,5.0,15090.0
0.932622887739596,4.66311443869798,2.0,15090.0
2.34139960758666,11.6873773708306,5.0,15090.0
0.561504633655495,3.9603468409153,1.0,15090.0
1.88570960072149,11.9783553332787,4.0,15090.0
1.58477431776947,13.9797089643426,3.0,15101.0
1.11748491395366,7.07740445503986,2.0,15044.0
0.534894398530762,1.44054178145087,1.0,15101.0
0.893550893550894,2.89962562689835,2.0,15006.0
1.67111789393361,13.3460511255246,4.0,15239.0
3.33175323356132,16.6587661678066,7.0,15090.0
1.8673976357718,9.336988178859,4.0,15090.0
4.12428260439343,25.1335840094993,8.0,15090.0
4.10571276027763,23.7213027229044,8.0,15090.0
4.01374355770732,25.7795824873757,8.0,15090.0
4.19240229570921,25.378518720962,8.0,15090.0
1.71889400921659,8.37327188940092,4.0,15090.0
1.19567166855981,14.0491421055778,3.0,15090.0
1.79937907210634,16.4961301324938,4.0,15101.0
2.51228660113813,13.0593636833937,6.0,15101.0
1.6420233463035,13.5389105058366,4.0,15101.0
1.37199875272841,8.89460555035859,3.0,15101.0
1.24834699814864,9.34673366834171,3.0,15044.0
1.30072262367982,9.5775430794886,3.0,15044.0
1.29446257675499,8.90634507938264,3.0,15044.0
1.29131946360576,9.80630208045914,3.0,15044.0
1.03195187903537,10.3747033828155,2.0,15044.0
1.5472972972973,14.1216216216216,3.0,15044.0
1.30383908174068,9.44447539978827,3.0,15044.0
1.12433551300748,8.29373853318907,3.0,15044.0
1.585,6.405,3.0,15044.0
2.43431930920448,15.0101047216608,5.0,15044.0
1.44207581749783,7.84701456544806,3.0,15044.0
1.76762233239922,8.76805345979737,4.0,15044.0
1.42795740006686,7.68422560771766,3.0,15044.0
1.82530795072788,9.17133258678611,4.0,15044.0
1.25951334548183,8.39318254904063,3.0,15044.0
1.79158448389218,10.0701293008985,4.0,15044.0
1.76873220667515,9.35247440789872,4.0,15044.0
6.97495183044316,39.8458574181118,10.0,15044.0
6.97495183044316,41.3487475915222,10.0,15044.0
4.812380750477,21.7299130803477,9.0,15044.0
6.82397959183673,32.2704081632653,10.0,15044.0
3.63762341936601,17.7897107223281,8.0,15044.0
0.514233241505969,1.55188246097337,1.0,15006.0
1.2013455069678,16.8188370975493,3.0,15201.0
1.46088989064196,8.34794223223975,3.0,15044.0
0.654717183642804,5.22223414785398,2.0,15044.0
1.80302950888411,7.7493579328057,4.0,15044.0
1.72873818788216,10.1056142301278,4.0,15106.0
1.61642844788276,6.84309008286554,4.0,15142.0
3.85813563383657,20.215672178289,8.0,15142.0
2.12464270441809,15.7525151358286,5.0,15142.0
4.53741897466117,22.3512080141426,9.0,15142.0
3.6213049032997,17.6219216705582,8.0,15142.0
3.52961212585686,15.1615787456891,7.0,15142.0
4.2106957034812,30.2258220243523,8.0,15142.0
3.97568752491032,19.5346751693902,8.0,15142.0
3.70875374965912,21.8161985274066,8.0,15142.0
6.00379882731852,27.582789660583,10.0,15142.0
0.763398020819946,7.703380028274,2.0,15142.0
3.79954912643246,18.4811196693594,8.0,15142.0
4.76697569531446,35.7053370082686,9.0,15142.0
4.38573860997885,33.53284144265,9.0,15142.0
4.59275206315034,31.6588924769764,9.0,15142.0
4.37968547432501,23.6006989459444,9.0,15142.0
3.64768683274021,35.1423487544484,8.0,15142.0
0.709749005203551,3.10491276400367,2.0,15106.0
1.97722726573319,23.4651484843822,4.0,15142.0
2.06963720477234,20.8749289830371,5.0,15142.0
3.09133101276314,17.9512680258578,7.0,15126.0
1.39,6.3,3.0,15108.0
2.33333333333333,14.3266666666667,5.0,15108.0
2.33333333333333,15.8266666666667,5.0,15108.0
2.58679373723622,17.6461689736026,6.0,15108.0
2.58679373723622,13.781105816504,6.0,15108.0
2.58953585219959,15.3327780722344,6.0,15108.0
2.58679373723622,14.1819832085319,6.0,15108.0
4.34858236214994,29.7443033571056,8.0,15126.0
1.50085607081709,22.6949837892973,3.0,15090.0
2.06067231484012,13.8015851325499,5.0,15015.0
1.70483898742897,8.52419493714483,4.0,15233.0
2.87819085146479,15.6073325338359,6.0,15216.0
1.32966023875115,9.04315886134068,3.0,15086.0
1.41482161684182,7.96007210148624,3.0,15015.0
1.51782495683685,8.82235756161421,3.0,15015.0
3.52186162996974,20.2285296879891,7.0,15086.0
1.66547549433652,9.73945812487818,4.0,15086.0
2.35946237614049,11.0835867752379,5.0,15086.0
2.51186083289404,11.8581971534001,6.0,15086.0
2.27148992801403,11.6266408565725,5.0,15086.0
2.55941007078074,9.8043437306564,6.0,15086.0
3.93374741200828,17.9515284374619,8.0,15086.0
3.72978612415232,26.8974960876369,8.0,15090.0
3.46,17.0666666666667,7.0,15015.0
0.988915453162356,11.5165181482286,2.0,15086.0
3.00405692575182,13.6647562624767,7.0,15086.0
5.10350481656077,27.6491084238573,9.0,15071.0
1.61527165932452,8.0714635340186,4.0,15071.0
1.69409486931268,16.7335085050477,4.0,15082.0
1.4803673210893,17.0123495883471,3.0,15071.0
1.52496515536607,11.9783553332787,3.0,15071.0
1.55,10.3416666666667,3.0,15071.0
1.52496515536607,13.1753709928671,3.0,15071.0
1.16595179121609,11.3332930586601,3.0,15071.0
0.891792856827513,8.0702838726767,2.0,15071.0
0.66421793694521,5.2586470768289,2.0,15071.0
0.614039940255573,4.84040493444709,1.0,15071.0
1.16736224520656,7.75418859251195,3.0,15071.0
1.39218009478673,11.2337085308057,3.0,15071.0
1.94775849602314,12.4276934201012,4.0,15071.0
2.38793009877347,13.3995441224357,5.0,15071.0
